,prev4,prev3,prev2,prev1,WORD_ORC,next1,next2,next3,next4,WORD_TRUR,SAME
404,m,bntervene,on,behalf,of,consumers,en,any,federal,of,True
405,bntervene,on,behalf,of,consumers,en,any,federal,agency,consumers,True
406,on,behalf,of,consumers,en,any,federal,agency,where,in,True
407,behalf,of,consumers,en,any,federal,agency,where,busmess,any,True
408,of,consumers,en,any,federal,agency,where,busmess,regulatlon,federal,True
409,consumers,en,any,federal,agency,where,busmess,regulatlon,generally,agency,True
410,en,any,federal,agency,where,busmess,regulatlon,generally,de,where,True
411,any,federal,agency,where,busmess,regulatlon,generally,de,at,business,True
412,federal,agency,where,busmess,regulatlon,generally,de,at,in,regulation,True
413,agency,where,busmess,regulatlon,generally,de,at,in,the,generally,True
414,where,busmess,regulatlon,generally,de,at,in,the,new,is,True
415,busmess,regulatlon,generally,de,at,in,the,new,agency,at,True
416,regulatlon,generally,de,at,in,the,new,agency,could,in,True
417,generally,de,at,in,the,new,agency,could,seek,the,True
418,de,at,in,the,new,agency,could,seek,judlclal,new,True
419,at,in,the,new,agency,could,seek,judlclal,revlew,agency,True
420,in,the,new,agency,could,seek,judlclal,revlew,of,could,True
421,the,new,agency,could,seek,judlclal,revlew,of,any,seek,True
422,new,agency,could,seek,judlclal,revlew,of,any,clslon,judicial,False
423,agency,could,seek,judlclal,revlew,of,any,clslon,by,review,True
424,could,seek,judlclal,revlew,of,any,clslon,by,a,of,True
425,seek,judlclal,revlew,of,any,clslon,by,a,federal,any,True
426,judlclal,revlew,of,any,clslon,by,a,federal,agency,cision,True
427,revlew,of,any,clslon,by,a,federal,agency,that,by,True
428,of,any,clslon,by,a,federal,agency,that,nk,a,True
429,any,clslon,by,a,federal,agency,that,nk,consldered,federal,True
430,clslon,by,a,federal,agency,that,nk,consldered,to,agency,True
431,by,a,federal,agency,that,nk,consldered,to,be,that,True
432,a,federal,agency,that,nk,consldered,to,be,contrary,is,False
433,federal,agency,that,nk,consldered,to,be,contrary,to,considered,False
434,agency,that,nk,consldered,to,be,contrary,to,the,to,True
435,that,nk,consldered,to,be,contrary,to,the,gnterests,be,True
436,nk,consldered,to,be,contrary,to,the,gnterests,of,contrary,True
437,consldered,to,be,contrary,to,the,gnterests,of,cm,to,True
438,to,be,contrary,to,the,gnterests,of,cm,mothcl,the,True
439,be,contrary,to,the,gnterests,of,cm,mothcl,t,interests,False
440,contrary,to,the,gnterests,of,cm,mothcl,t,a,of,True
441,to,the,gnterests,of,cm,mothcl,t,a,we,cma,True
442,the,gnterests,of,cm,mothcl,t,a,we,have,uvaekg,False
443,gnterests,of,cm,mothcl,t,a,we,have,burdensome,t,False
444,of,cm,mothcl,t,a,we,have,burdensome,make,v,True
445,cm,mothcl,t,a,we,have,burdensome,make,known,we,True
446,mothcl,t,a,we,have,burdensome,make,known,government,have,True
447,t,a,we,have,burdensome,make,known,government,alerted,burdensome,True
448,a,we,have,burdensome,make,known,government,alerted,mca,make,True
449,we,have,burdensome,make,known,government,alerted,mca,leglslatlve,known,True
450,have,burdensome,make,known,government,alerted,mca,leglslatlve,contacts,government,True
451,burdensome,make,known,government,alerted,mca,leglslatlve,contacts,to,alerted,True
452,make,known,government,alerted,mca,leglslatlve,contacts,to,the,mca,True
453,known,government,alerted,mca,leglslatlve,contacts,to,the,disruptive,legislative,False
454,government,alerted,mca,leglslatlve,contacts,to,the,disruptive,and,contacts,True
455,alerted,mca,leglslatlve,contacts,to,the,disruptive,and,effects,to,True
456,mca,leglslatlve,contacts,to,the,disruptive,and,effects,of,the,True
457,leglslatlve,contacts,to,the,disruptive,and,effects,of,thls,disruptive,True
458,contacts,to,the,disruptive,and,effects,of,thls,suggestlng,and,True
459,to,the,disruptive,and,effects,of,thls,suggestlng,that,effects,True
460,the,disruptive,and,effects,of,thls,suggestlng,that,affected,of,True
461,disruptive,and,effects,of,thls,suggestlng,that,affected,companles,this,True
462,and,effects,of,thls,suggestlng,that,affected,companles,thelr,suggesting,False
463,effects,of,thls,suggestlng,that,affected,companles,thelr,to,that,True
464,of,thls,suggestlng,that,affected,companles,thelr,to,members,affected,True
465,thls,suggestlng,that,affected,companles,thelr,to,members,of,companies,True
466,suggestlng,that,affected,companles,thelr,to,members,of,the,their,False
467,that,affected,companles,thelr,to,members,of,the,senate,to,True
468,affected,companles,thelr,to,members,of,the,senate,dperatlons,members,True
469,companles,thelr,to,members,of,the,senate,dperatlons,up,of,True
470,thelr,to,members,of,the,senate,dperatlons,up,thls,the,True
471,to,members,of,the,senate,dperatlons,up,thls,mu,senate,True
472,members,of,the,senate,dperatlons,up,thls,mu,within,operations,False
473,of,the,senate,dperatlons,up,thls,mu,within,the,up,True
474,the,senate,dperatlons,up,thls,mu,within,the,next,this,True
475,senate,dperatlons,up,thls,mu,within,the,next,three,bill,False
476,dperatlons,up,thls,mu,within,the,next,three,or,within,True
477,up,thls,mu,within,the,next,three,or,four,the,True
478,thls,mu,within,the,next,three,or,four,ownsmm,next,True
479,mu,within,the,next,three,or,four,ownsmm,hearings,three,True
480,within,the,next,three,or,four,ownsmm,hearings,luvplementatlon,or,True
481,the,next,three,or,four,ownsmm,hearings,luvplementatlon,of,four,True
482,next,three,or,four,ownsmm,hearings,luvplementatlon,of,the,oversight,False
483,three,or,four,ownsmm,hearings,luvplementatlon,of,the,clean,hearings,True
484,or,four,ownsmm,hearings,luvplementatlon,of,the,clean,alr,implementation,False
485,four,ownsmm,hearings,luvplementatlon,of,the,clean,alr,act,of,True
486,ownsmm,hearings,luvplementatlon,of,the,clean,alr,act,amendments,the,True
487,hearings,luvplementatlon,of,the,clean,alr,act,amendments,of,clean,True
488,luvplementatlon,of,the,clean,alr,act,amendments,of,edvi,air,True
489,of,the,clean,alr,act,amendments,of,edvi,were,act,True
490,the,clean,alr,act,amendments,of,edvi,were,of,amendments,True
491,clean,alr,act,amendments,of,edvi,were,of,the,of,True
492,alr,act,amendments,of,edvi,were,of,the,house,vhxg,False
493,act,amendments,of,edvi,were,of,the,house,commlttee,were,True
494,amendments,of,edvi,were,of,the,house,commlttee,on,of,True
495,of,edvi,were,of,the,house,commlttee,on,interstate,the,True
496,edvi,were,of,the,house,commlttee,on,interstate,and,house,True
497,were,of,the,house,commlttee,on,interstate,and,forelgn,committee,True
498,of,the,house,commlttee,on,interstate,and,forelgn,commerce,on,True
499,the,house,commlttee,on,interstate,and,forelgn,commerce,of,interstate,True
500,house,commlttee,on,interstate,and,forelgn,commerce,of,the,and,True
501,commlttee,on,interstate,and,forelgn,commerce,of,the,senate,foreign,False
502,on,interstate,and,forelgn,commerce,of,the,senate,commlttee,commerce,True
503,interstate,and,forelgn,commerce,of,the,senate,commlttee,on,of,True
504,and,forelgn,commerce,of,the,senate,commlttee,on,publlc,the,True
505,forelgn,commerce,of,the,senate,commlttee,on,publlc,partlcular,senate,True
506,commerce,of,the,senate,commlttee,on,publlc,partlcular,concern,committee,True
507,of,the,senate,commlttee,on,publlc,partlcular,concern,was,on,True
508,the,senate,commlttee,on,publlc,partlcular,concern,was,expressed,public,True
509,senate,commlttee,on,publlc,partlcular,concern,was,expressed,by,particular,False
510,commlttee,on,publlc,partlcular,concern,was,expressed,by,democratlc,concern,True
511,on,publlc,partlcular,concern,was,expressed,by,democratlc,members,was,True
512,publlc,partlcular,concern,was,expressed,by,democratlc,members,of,expressed,True
513,partlcular,concern,was,expressed,by,democratlc,members,of,the,by,True
514,concern,was,expressed,by,democratlc,members,of,the,to,democratic,True
515,was,expressed,by,democratlc,members,of,the,to,the,members,True
516,expressed,by,democratlc,members,of,the,to,the,jntent,of,True
517,by,democratlc,members,of,the,to,the,jntent,of,the,True
518,democratlc,members,of,the,to,the,jntent,of,the,to,True
519,members,of,the,to,the,jntent,of,the,perslstently,the,True
520,of,the,to,the,jntent,of,the,perslstently,attacked,intent,False
521,the,to,the,jntent,of,the,perslstently,attacked,was,of,True
522,to,the,jntent,of,the,perslstently,attacked,was,and,the,True
523,the,jntent,of,the,perslstently,attacked,was,and,submlttal,persistently,False
524,jntent,of,the,perslstently,attacked,was,and,submlttal,of,attacked,True
525,of,the,perslstently,attacked,was,and,submlttal,of,implementatlon,was,True
526,the,perslstently,attacked,was,and,submlttal,of,implementatlon,had,and,True
527,perslstently,attacked,was,and,submlttal,of,implementatlon,had,delayed,submittal,True
528,attacked,was,and,submlttal,of,implementatlon,had,delayed,thelr,of,True
529,was,and,submlttal,of,implementatlon,had,delayed,thelr,publlcatlon,implementation,False
530,and,submlttal,of,implementatlon,had,delayed,thelr,publlcatlon,qn,had,True
531,submlttal,of,implementatlon,had,delayed,thelr,publlcatlon,qn,order,delayed,True
532,of,implementatlon,had,delayed,thelr,publlcatlon,qn,order,to,their,False
533,implementatlon,had,delayed,thelr,publlcatlon,qn,order,to,revlse,publication,False
534,had,delayed,thelr,publlcatlon,qn,order,to,revlse,he,in,False
535,delayed,thelr,publlcatlon,qn,order,to,revlse,he,deleted,order,True
536,thelr,publlcatlon,qn,order,to,revlse,he,deleted,smpllcatlons,to,True
537,publlcatlon,qn,order,to,revlse,he,deleted,smpllcatlons,that,revise,False
538,qn,order,to,revlse,he,deleted,smpllcatlons,that,approval,he,True
539,order,to,revlse,he,deleted,smpllcatlons,that,approval,of,deleted,True
540,to,revlse,he,deleted,smpllcatlons,that,approval,of,state,implications,False
541,revlse,he,deleted,smpllcatlons,that,approval,of,state,plans,that,True
542,he,deleted,smpllcatlons,that,approval,of,state,plans,would,approval,True
543,deleted,smpllcatlons,that,approval,of,state,plans,would,depend,of,True
544,smpllcatlons,that,approval,of,state,plans,would,depend,on,state,True
545,that,approval,of,state,plans,would,depend,on,hncluslon,plans,True
546,approval,of,state,plans,would,depend,on,hncluslon,of,would,True
547,of,state,plans,would,depend,on,hncluslon,of,speclfled,depend,True
548,state,plans,would,depend,on,hncluslon,of,speclfled,regulatory,on,True
549,plans,would,depend,on,hncluslon,of,speclfled,regulatory,provlslons,inclusion,False
550,would,depend,on,hncluslon,of,speclfled,regulatory,provlslons,and,of,True
551,depend,on,hncluslon,of,speclfled,regulatory,provlslons,and,clearly,specified,False
552,on,hncluslon,of,speclfled,regulatory,provlslons,and,clearly,identified,regulatory,True
553,hncluslon,of,speclfled,regulatory,provlslons,and,clearly,identified,them,provisions,False
554,of,speclfled,regulatory,provlslons,and,clearly,identified,them,as,and,True
555,speclfled,regulatory,provlslons,and,clearly,identified,them,as,posslble,clearly,True
556,regulatory,provlslons,and,clearly,identified,them,as,posslble,state,identified,True
557,provlslons,and,clearly,identified,them,as,posslble,state,thus,them,True
558,and,clearly,identified,them,as,posslble,state,thus,allowlng,as,True
559,clearly,identified,them,as,posslble,state,thus,allowlng,for,possible,True
560,identified,them,as,posslble,state,thus,allowlng,for,natlve,state,True
561,them,as,posslble,state,thus,allowlng,for,natlve,control,thus,True
562,as,posslble,state,thus,allowlng,for,natlve,control,democrats,allowing,False
563,posslble,state,thus,allowlng,for,natlve,control,democrats,and,for,True
564,state,thus,allowlng,for,natlve,control,democrats,and,envlronmentallsts,native,True
565,thus,allowlng,for,natlve,control,democrats,and,envlronmentallsts,alleged,control,True
566,allowlng,for,natlve,control,democrats,and,envlronmentallsts,alleged,thls,democrats,True
567,for,natlve,control,democrats,and,envlronmentallsts,alleged,thls,change,and,True
568,natlve,control,democrats,and,envlronmentallsts,alleged,thls,change,was,environmentalists,False
569,control,democrats,and,envlronmentallsts,alleged,thls,change,was,the,alleged,True
570,democrats,and,envlronmentallsts,alleged,thls,change,was,the,result,this,True
571,and,envlronmentallsts,alleged,thls,change,was,the,result,of,change,True
572,envlronmentallsts,alleged,thls,change,was,the,result,of,polltlcal,was,True
573,alleged,thls,change,was,the,result,of,polltlcal,pressures,the,True
574,thls,change,was,the,result,of,polltlcal,pressures,applled,result,True
575,change,was,the,result,of,polltlcal,pressures,applled,through,of,True
576,was,the,result,of,polltlcal,pressures,applled,through,ruckelshaus,political,False
577,the,result,of,polltlcal,pressures,applled,through,ruckelshaus,defended,pressures,True
578,result,of,polltlcal,pressures,applled,through,ruckelshaus,defended,the,applied,True
579,of,polltlcal,pressures,applled,through,ruckelshaus,defended,the,legal,through,True
580,polltlcal,pressures,applled,through,ruckelshaus,defended,the,legal,and,ruckelshaus,True
581,pressures,applled,through,ruckelshaus,defended,the,legal,and,technologlcal,defended,True
582,applled,through,ruckelshaus,defended,the,legal,and,technologlcal,soundness,the,True
583,through,ruckelshaus,defended,the,legal,and,technologlcal,soundness,of,legal,True
584,ruckelshaus,defended,the,legal,and,technologlcal,soundness,of,ms,and,True
585,defended,the,legal,and,technologlcal,soundness,of,ms,as,technological,False
586,the,legal,and,technologlcal,soundness,of,ms,as,indicated,soundness,True
587,legal,and,technologlcal,soundness,of,ms,as,indicated,in,of,True
588,and,technologlcal,soundness,of,ms,as,indicated,in,the,his,True
589,technologlcal,soundness,of,ms,as,indicated,in,the,february,as,True
590,soundness,of,ms,as,indicated,in,the,february,testlmony,indicated,True
591,of,ms,as,indicated,in,the,february,testlmony,developed,in,True
592,ms,as,indicated,in,the,february,testlmony,developed,by,the,True
593,as,indicated,in,the,february,testlmony,developed,by,our,february,True
594,indicated,in,the,february,testlmony,developed,by,our,internatlonal,testimony,False
595,in,the,february,testlmony,developed,by,our,internatlonal,trade,developed,True
596,the,february,testlmony,developed,by,our,internatlonal,trade,commlttee,by,True
597,february,testlmony,developed,by,our,internatlonal,trade,commlttee,has,our,True
598,testlmony,developed,by,our,internatlonal,trade,commlttee,has,been,international,True
599,developed,by,our,internatlonal,trade,commlttee,has,been,presented,trade,True
600,by,our,internatlonal,trade,commlttee,has,been,presented,to,committee,True
601,our,internatlonal,trade,commlttee,has,been,presented,to,the,has,True
602,internatlonal,trade,commlttee,has,been,presented,to,the,senate,been,True
603,trade,commlttee,has,been,presented,to,the,senate,subcommlttee,presented,True
604,commlttee,has,been,presented,to,the,senate,subcommlttee,on,to,True
605,has,been,presented,to,the,senate,subcommlttee,on,forelgn,the,True
606,been,presented,to,the,senate,subcommlttee,on,forelgn,commerce,senate,True
607,presented,to,the,senate,subcommlttee,on,forelgn,commerce,and,subcommittee,False
608,to,the,senate,subcommlttee,on,forelgn,commerce,and,tourlsm,on,True
609,the,senate,subcommlttee,on,forelgn,commerce,and,tourlsm,jn,foreign,False
610,senate,subcommlttee,on,forelgn,commerce,and,tourlsm,jn,connectlon,commerce,True
611,subcommlttee,on,forelgn,commerce,and,tourlsm,jn,connectlon,hlth,and,True
612,on,forelgn,commerce,and,tourlsm,jn,connectlon,hlth,thelr,tourism,False
613,forelgn,commerce,and,tourlsm,jn,connectlon,hlth,thelr,hearlngs,in,False
614,commerce,and,tourlsm,jn,connectlon,hlth,thelr,hearlngs,on,connection,True
615,and,tourlsm,jn,connectlon,hlth,thelr,hearlngs,on,the,with,False
616,tourlsm,jn,connectlon,hlth,thelr,hearlngs,on,the,export,their,False
617,jn,connectlon,hlth,thelr,hearlngs,on,the,export,expanslon,hearings,True
618,connectlon,hlth,thelr,hearlngs,on,the,export,expanslon,act,on,True
619,hlth,thelr,hearlngs,on,the,export,expanslon,act,of,the,True
